"Date","Price","Open","High","Low","Vol.","Change %"
"05/12/2022","1,400.00","1,400.00","1,434.80","1,400.00","124.83K","0.00%"
"05/11/2022","1,400.00","1,400.00","1,434.90","1,400.00","139.75K","0.00%"
"05/10/2022","1,400.00","1,400.00","1,434.90","1,400.00","39.87K","0.00%"
"05/09/2022","1,400.00","1,400.00","1,429.40","1,400.20","3.90K","0.00%"
"05/06/2022","1,400.00","1,400.00","1,400.00","1,400.00","163.56K","0.00%"
"05/05/2022","1,400.00","1,440.00","1,400.00","1,400.00","1.31M","-2.78%"
"05/04/2022","1,440.00","1,440.00","1,434.90","1,365.00","4.60K","0.00%"
"04/29/2022","1,440.00","1,395.00","1,440.00","1,440.00","105.64K","3.23%"
"04/28/2022","1,395.00","1,395.00","1,379.90","1,349.10","139.23K","0.00%"
"04/27/2022","1,395.00","1,395.00","1,350.00","1,347.00","94.91K","0.00%"
"04/26/2022","1,395.00","1,395.00","1,379.90","1,348.00","68.15K","0.00%"
"04/25/2022","1,395.00","1,395.00","1,379.90","1,347.10","0.34K","0.00%"
"04/22/2022","1,395.00","1,395.00","1,379.90","1,348.00","5.08K","0.00%"
"04/21/2022","1,395.00","1,395.00","1,381.90","1,345.10","39.57K","0.00%"
"04/20/2022","1,395.00","1,395.00","1,381.90","1,345.00","47.94K","0.00%"
"04/19/2022","1,395.00","1,395.00","1,383.90","1,340.10","33.54K","0.00%"
"04/14/2022","1,395.00","1,395.00","1,384.00","1,350.00","66.86K","0.00%"
"04/13/2022","1,395.00","1,395.00","1,384.10","1,350.00","41.97K","0.00%"
"04/12/2022","1,395.00","1,395.00","1,379.40","1,335.10","20.84K","0.00%"
"04/11/2022","1,395.00","1,395.00","1,386.00","1,360.30","7.97K","0.00%"
"04/08/2022","1,395.00","1,395.00","1,386.10","1,321.00","9.12K","0.00%"
"04/07/2022","1,395.00","1,395.00","1,387.00","1,365.20","11.69K","0.00%"
"04/06/2022","1,395.00","1,395.00","1,387.70","1,365.60","5.06K","0.00%"
"04/05/2022","1,395.00","1,395.00","1,390.00","1,365.10","6.29K","0.00%"
"04/04/2022","1,395.00","1,395.00","1,399.90","1,366.00","21.26K","0.00%"
"04/01/2022","1,395.00","1,395.00","1,434.00","1,365.00","7.26K","0.00%"
"03/31/2022","1,395.00","1,395.00","1,434.40","1,390.00","4.43K","0.00%"
"03/30/2022","1,395.00","1,395.00","1,434.30","1,396.20","14.77K","0.00%"
"03/29/2022","1,395.00","1,395.00","1,434.30","1,400.00","99.01K","0.00%"
"03/28/2022","1,395.00","1,395.00","1,430.00","1,376.40","51.49K","0.00%"
"03/25/2022","1,395.00","1,395.00","1,395.00","1,395.00","1.40M","0.00%"
"03/24/2022","1,395.00","1,395.00","1,400.00","1,371.90","2.99K","0.00%"
"03/23/2022","1,395.00","1,395.00","1,395.00","1,395.00","122.60K","0.00%"
"03/22/2022","1,395.00","1,435.00","1,395.00","1,395.00","331.70K","-2.79%"
"03/21/2022","1,435.00","1,435.00","1,415.00","1,366.00","3.20K","0.00%"
"03/18/2022","1,435.00","1,435.00","1,409.90","1,365.00","56.23K","0.00%"
"03/17/2022","1,435.00","1,435.00","1,400.00","1,336.20","35.28K","0.00%"
"03/16/2022","1,435.00","1,435.00","1,429.00","1,311.30","27.64K","0.00%"
"03/15/2022","1,435.00","1,435.00","1,415.00","1,313.90","8.43K","0.00%"
"03/14/2022","1,435.00","1,435.00","1,420.00","1,310.00","51.63K","0.00%"
"03/11/2022","1,435.00","1,435.00","1,429.00","1,395.00","1.38K","0.00%"
"03/10/2022","1,435.00","1,435.00","1,400.00","1,291.50","21.47K","0.00%"
"03/09/2022","1,435.00","1,395.00","1,435.00","1,435.00","713.06K","2.87%"
"03/08/2022","1,395.00","1,435.00","1,395.00","1,395.00","308.70K","-2.79%"
"03/07/2022","1,435.00","1,435.00","1,420.00","1,386.60","114.88K","0.00%"
"03/04/2022","1,435.00","1,435.00","1,415.00","1,390.10","36.28K","0.00%"
"03/03/2022","1,435.00","1,435.00","1,409.00","1,385.90","36.23K","0.00%"
"03/02/2022","1,435.00","1,435.00","1,410.20","1,386.50","17.62K","0.00%"
"03/01/2022","1,435.00","1,435.00","1,430.00","1,403.10","16.50K","0.00%"
"02/28/2022","1,435.00","1,435.00","1,430.00","1,400.40","12.36K","0.00%"
"02/25/2022","1,435.00","1,435.00","1,432.00","1,400.20","25.43K","0.00%"
"02/24/2022","1,435.00","1,435.00","1,434.90","1,400.10","30.04K","0.00%"
"02/23/2022","1,435.00","1,435.00","1,425.00","1,405.00","36.30K","0.00%"
"02/22/2022","1,435.00","1,435.00","1,434.90","1,415.00","5.03K","0.00%"
"02/21/2022","1,435.00","1,435.00","1,435.00","1,410.30","6.52K","0.00%"
"02/18/2022","1,435.00","1,435.00","1,434.50","1,410.70","63.91K","0.00%"
"02/17/2022","1,435.00","1,435.00","1,434.50","1,410.00","8.46K","0.00%"
"02/16/2022","1,435.00","1,435.00","1,425.00","1,410.00","8.77K","0.00%"
"02/15/2022","1,435.00","1,435.00","1,434.90","1,425.00","6.83K","0.00%"
"02/14/2022","1,435.00","1,435.00","1,435.00","1,405.50","69.15K","0.00%"
"02/11/2022","1,435.00","1,435.00","1,434.90","1,407.00","34.91K","0.00%"
"02/10/2022","1,435.00","1,435.00","1,435.00","1,435.00","263.82K","0.00%"
"02/09/2022","1,435.00","1,435.00","1,435.00","1,404.10","3.27K","0.00%"
"02/08/2022","1,435.00","1,435.00","1,435.00","1,435.00","330.61K","0.00%"
"02/07/2022","1,435.00","1,435.00","1,434.00","1,404.00","306.16K","0.00%"
"02/04/2022","1,435.00","1,435.00","1,435.00","1,404.10","10.97K","0.00%"
"02/03/2022","1,435.00","1,435.00","1,435.00","1,405.10","1.82K","0.00%"
"02/02/2022","1,435.00","1,435.00","1,435.00","1,405.50","2.12K","0.00%"
"02/01/2022","1,435.00","1,435.00","1,435.00","1,404.00","65.58K","0.00%"
"01/31/2022","1,435.00","1,435.00","1,435.00","1,403.80","8.30K","0.00%"
"01/28/2022","1,435.00","1,435.00","1,430.00","1,405.00","15.85K","0.00%"
"01/27/2022","1,435.00","1,435.00","1,435.00","1,410.00","44.26K","0.00%"
"01/26/2022","1,435.00","1,435.00","1,415.00","1,407.00","47.43K","0.00%"
"01/25/2022","1,435.00","1,435.00","1,415.00","1,404.10","18.53K","0.00%"
"01/24/2022","1,435.00","1,435.00","1,435.00","1,409.00","112.74K","0.00%"
"01/21/2022","1,435.00","1,435.00","1,509.50","1,411.10","53.83K","0.00%"
"01/20/2022","1,435.00","1,435.00","1,500.00","1,400.10","82.70K","0.00%"
"01/19/2022","1,435.00","1,435.00","1,434.00","1,400.10","18.38K","0.00%"
"01/18/2022","1,435.00","1,435.00","1,435.00","1,400.90","1.71K","0.00%"
"01/17/2022","1,435.00","1,435.00","1,494.90","1,430.00","29.05K","0.00%"
