"Date","Price","Open","High","Low","Vol.","Change %"
"12/17/2025","18.950","18.900","19.850","17.850","4.40M","0.26%"
"12/16/2025","18.900","18.500","18.900","18.900","940.57K","2.16%"
"12/15/2025","18.500","18.000","18.500","17.050","2.06M","2.78%"
"12/12/2025","18.000","17.900","18.000","17.450","1.26M","0.56%"
"12/11/2025","17.900","18.550","17.900","17.900","1.85M","-3.50%"
"12/10/2025","18.550","18.650","18.550","18.400","1.43M","-0.54%"
"12/09/2025","18.650","18.650","18.650","18.650","673.92K","0.00%"
"12/08/2025","18.650","18.900","18.950","18.400","3.43M","-1.32%"
"12/05/2025","18.900","18.000","18.900","18.250","1.95M","5.00%"
"12/04/2025","18.000","18.300","18.100","18.000","2.33M","-1.64%"
"12/03/2025","18.300","17.500","18.300","17.650","2.09M","4.57%"
"12/02/2025","17.500","17.500","17.500","17.500","1.44M","0.00%"
"12/01/2025","17.500","17.950","17.800","17.000","2.03M","-2.51%"
"11/28/2025","17.950","17.950","17.950","17.500","945.13K","0.00%"
"11/27/2025","17.950","17.450","17.950","17.800","2.35M","2.87%"
"11/26/2025","17.450","17.000","17.450","17.000","3.50M","2.65%"
"11/25/2025","17.000","16.200","17.500","16.950","4.23M","4.94%"
"11/24/2025","16.200","16.050","16.700","16.200","2.03M","0.93%"
"11/21/2025","16.050","16.950","16.050","15.300","6.99M","-5.31%"
"11/20/2025","16.950","16.950","16.950","16.950","398.79K","0.00%"
"11/19/2025","16.950","16.950","16.950","16.950","321.67K","0.00%"
"11/18/2025","16.950","17.500","16.950","16.950","1.96M","-3.14%"
"11/17/2025","17.500","17.000","17.500","17.500","1.70M","2.94%"
"11/14/2025","17.000","16.650","17.000","16.700","2.51M","2.10%"
"11/13/2025","16.650","15.450","16.850","15.500","2.70M","7.77%"
"11/12/2025","15.450","14.900","15.450","14.900","1.01M","9.96%"
"11/11/2025","14.050","15.400","14.050","14.050","2.60M","-8.77%"
"11/10/2025","15.400","16.250","15.500","15.400","1.50M","-5.23%"
"11/07/2025","16.250","16.200","16.950","16.200","4.48M","0.31%"
"11/06/2025","16.200","16.200","16.200","16.200","1.40M","0.00%"
"11/05/2025","16.200","16.800","16.200","15.650","2.45M","-3.57%"
"11/04/2025","16.800","16.950","16.800","16.800","1.66M","-0.88%"
"11/03/2025","16.950","17.450","16.950","16.050","1.53M","-2.87%"
"10/31/2025","17.450","18.000","17.850","17.450","2.24M","-3.06%"
"10/30/2025","18.000","18.400","18.000","17.750","828.80K","-2.17%"
"10/29/2025","18.400","18.950","18.400","17.350","1.29M","-2.90%"
"10/28/2025","18.950","18.400","18.950","18.950","4.77M","2.99%"
"10/27/2025","18.400","18.500","18.500","18.400","3.52M","-0.54%"
"10/24/2025","18.500","18.200","18.700","17.950","10.28M","1.65%"
"10/23/2025","18.200","17.800","18.200","17.500","1.79M","2.25%"
"10/22/2025","17.800","18.450","17.850","17.800","1.13M","-3.52%"
"10/21/2025","18.450","18.500","18.450","18.200","1.84M","-0.27%"
"10/20/2025","18.500","18.500","18.500","18.500","1.06M","0.00%"
"10/17/2025","18.500","18.500","18.550","18.500","1.09M","0.00%"
"10/16/2025","18.500","18.150","18.500","18.000","6.06M","1.93%"
"10/15/2025","18.150","18.950","18.950","18.100","2.29M","-3.46%"
"10/14/2025","18.800","17.950","18.800","17.950","2.69M","4.74%"
"10/13/2025","17.950","17.950","17.950","17.550","879.01K","0.00%"
