Date,Price,Open,High,Low,Vol.,Change %,simple_return,log_return,squared_return,abs_return,realized_vol_5d,realized_vol_21d
2020-03-09,4.85,5.0,5.0,4.85,4.88M,-9.35%,0.10227272727272707,0.09737416402517617,0.009481727819601913,0.09737416402517617,0.7934841076370255,0.8036026855098992
2020-03-06,5.35,5.75,5.65,5.35,10.25M,-6.96%,0.10309278350515472,0.09811785595852342,0.009627113657897549,0.09811785595852342,0.8429830023232068,0.7794675173363333
2020-03-05,5.75,5.65,5.8,5.55,23.91M,1.77%,0.07476635514018692,0.0721032939013439,0.005198884991423577,0.0721032939013439,0.6665250741840624,0.7982658727826034
2020-03-04,5.65,5.15,5.65,5.5,50.25M,9.71%,-0.017391304347825987,-0.017544309650909393,0.00030780280112699247,0.017544309650909393,0.8734740892322254,0.7512088259735626
2020-03-03,5.15,4.7,5.15,4.7,32.19M,9.57%,-0.08849557522123896,-0.09265883048270483,0.00858565886642263,0.09265883048270483,1.3339954716881375,0.8358941225144915
2020-03-02,4.7,4.7,5.1,4.25,16.76M,0.00%,-0.0873786407766991,-0.09143420595963195,0.008360214019468395,0.09143420595963195,1.4172450628344455,0.9111840597992922
2020-02-28,4.7,5.1,5.0,4.6,32.91M,-7.84%,0.0,0.0,0.0,0.0,1.0968568877517313,0.9114778933014487
2020-02-27,5.1,5.4,5.4,5.05,18.61M,-5.56%,0.0851063829787233,0.0816780310142671,0.006671300750367578,0.0816780310142671,1.151501856663787,0.9469032025197798
2020-02-26,5.4,5.45,5.5,5.35,3.65M,-0.92%,0.05882352941176494,0.05715841383994883,0.003267084272698854,0.05715841383994883,1.291472587331581,0.9594718231053669
2020-02-25,5.45,5.3,5.8,5.45,7.36M,2.83%,0.0092592592592593,0.009216655104924048,8.494673132312251e-05,0.009216655104924048,1.057247168057538,0.9427436094690145
2020-02-24,5.3,5.75,5.7,5.3,60.10M,-7.83%,-0.02752293577981657,-0.027908788117076616,0.000778900454163877,0.027908788117076616,0.7061614317718216,0.9441720572038492
2020-02-21,5.75,5.75,5.8,5.6,10.01M,0.00%,0.08490566037735858,0.08149303425118301,0.0066411146314644875,0.08149303425118301,0.7659274425447108,0.9658931298738929
2020-02-20,5.75,5.75,5.8,5.7,31.19M,0.00%,0.0,0.0,0.0,0.0,0.7052105458604735,0.9654346330817674
2020-02-19,5.75,5.8,5.85,5.75,34.62M,-0.86%,0.0,0.0,0.0,0.0,0.6504758136878492,0.9654346330817674
2020-02-18,5.8,5.95,5.95,5.8,10.31M,-2.52%,0.008695652173912993,0.008658062743114531,7.496205046370792e-05,0.008658062743114531,0.650668760885884,0.9639466298080361
2020-02-17,5.95,5.95,6.0,5.9,5.41M,0.00%,0.02586206896551735,0.025533302005164845,0.0006519495112869551,0.025533302005164845,0.5436555527234435,0.9620976072380132
2020-02-14,5.95,6.0,6.0,5.9,7.60M,-0.83%,0.0,0.0,0.0,0.0,0.1762538103306799,0.8990284980462032
2020-02-13,6.0,5.95,6.0,5.95,6.57M,0.84%,0.008403361344537785,0.00836824967051658,7.002760254810084e-05,0.00836824967051658,0.16548270462322398,0.8771082494196142
2020-02-12,5.95,5.9,6.0,5.9,10.52M,0.85%,-0.008333333333333304,-0.00836824967051658,7.002760254810084e-05,0.00836824967051658,0.19972201575475848,0.8799038881260361
2020-02-11,5.9,5.85,6.0,5.9,6.31M,0.85%,-0.008403361344537785,-0.008438868645864595,7.121450402215654e-05,0.008438868645864595,0.22516847752716793,0.8388379812498773
2020-02-10,5.85,6.0,6.0,5.85,35.91M,-2.50%,-0.008474576271186529,-0.00851068966790873,7.24318386234484e-05,0.00851068966790873,0.1193874979515466,0.841138663634913
2020-02-07,6.0,6.0,6.1,5.95,15.76M,0.00%,0.025641025641025772,0.02531780798429,0.0006409914011293786,0.02531780798429,0.2395272593814294,0.7858975069738589
